TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL,FAIL_COUNT
Charger,BuckBoost,VBUS_LOOP_SET,falling down Vbus volt from 5.3 to 4.25 step by step,powerboard.loop_set_vbus,600000,4.5,4.5-4.2-0.01,,,,,,
Charger,BuckBoost,VBUS_FB_Volt_5V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4200,4500,,,
Charger,BuckBoost,Eload_Current_Bef,measure Eload current,dut.diags_parse,10000,i2c -z 2 -d 8 0x75 0x1522 1,,,,,,,
Charger,BuckBoost,ibuck_ph0_Suspend_Charge,get ibuck_ph0 value,potomac.diags_parse,10000,pmuadc --sel potomac --read,,mA,,,,,
Charger,BuckBoost,ibuck_ph1_Suspend_Charge,get ibuck_ph1 value,potomac.parse,10000,ibuck_ph1_Suspend_Charge,,mA,,,,,
Charger,BuckBoost,SET_VBATT_4.35V,set VBATT to 4.35V,powerboard.setbattvolt,10000,4.35,,,,,,,
Charger,BuckBoost,VBUS_FB_Volt_Suspend_Charge,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,4200,4400,,,
Charger,BuckBoost,Set_GAIN_10_1900mA_BUCKBOOST_1,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,10,target_current,,,,,,
Charger,BuckBoost,VBUS_CURRENT_Suspend_Charge,measure PPVBUS current,potomac.dmm,10000,USB_TARGET_CURRENT,,mA,2000,3000,,,
Charger,BuckBoost,PPVBUS_PROT_Suspend_Charge,measure PPVBUS_PROT voltage,potomac.dmm,10000,PPVBUS_PROT,,mV,4150,4350,,,
Charger,BuckBoost,PPBATT_VCC_FB_Suspend_Charge,measure_PPBATT_VCC_voltage_TP9344,potomac.dmm,10000,PPBATT_VCC,,mV,4250,4450,,,
Charger,BuckBoost,PPVCC_MAIN_SNS_Suspend_Charge,measure_PPVCC_MAIN_voltage_TP9347,potomac.dmm,10000,PPVCC_MAIN,,mV,4200,4500,,,
Charger,BuckBoost,BATT_CURRENT_Suspend_Charge,measure battery current,potomac.dmm,10000,BATT_CURRENT_BIG,,mA,-15,15,,,
Charger,BuckBoost,potomac_vsys_lo,reading potomac vsys_lo,potomac.diags_parse2,10000,pmuadc --sel potomac --read,,mV,,,,,
Charger,BuckBoost,Efficiency_Suspend_Charge,IBATT*vsys_lo/PPVBUS_PROT*Ibus,potomac.efficiency,10000,,,%,84,94,,,
Charger,BuckBoost,Eload_Current_Aft,measure Eload current,dut.diags_parse,10000,i2c -z 2 -d 8 0x75 0x1522 1,,,,,,,
Charger,BuckBoost,SET_CCELOAD_0A,set Eload to 0mA,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,
Charger,BuckBoost,Eload_Disconnected,disconnected Eload,relay.relay,10000,ELOAD_INPUT1_TO,DISCONNECT,,,,,,
Charger,BuckBoost,SET_VBATT_4.2V,set VBATT to 4.2V,powerboard.setbattvolt,10000,4.2,,,,,,,
Charger,BuckBoost,SET_VBUS_5V0,set PPVBUS to 5V,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,BuckBoost,Enable_HCCM_Mode,enable potomac HCCM mode,dut.diags,10000,i2c -z 2 -v 8 0x75 0x1C19 0x00,,,,,,,
Charger,BuckBoost,Charge_Out_Of_Suspend,Charger Buck current limit loaded from the shadow register of ISET_BUCK,dut.diags,10000,i2c -z 2 -v 8 0x75 0x1932 0x10,,,,,,,
Charger,BuckBoost,IBAT_ICHG_L1_HCCM_PG,measure battery current,dmm.dmm,10000,BATT_CURRENT_BIG,,mA,-1990,-1460,{{station}},--PASS--NOPDCA--PG,
Charger,BuckBoost,IBAT_ICHG_L1_HCCM_PP,measure battery current,dmm.dmm,10000,BATT_CURRENT_BIG,,mA,-1600,-1180,{{station}},--PASS--NOPDCA--PP,
Charger,BuckBoost,Buckboost_SET_VBATT_4.3V,set VBATT to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,


Charger,VSYS_HI_Boost,BATT_NTC_10K,connected battery NTC to 10K,relay.relay,10000,BATT_NTC,TO_10K_NORMAL,,,,{{station}},--PASS--NOPDCA--PP,
Charger,VSYS_HI_Boost,VBUS_FB_DISCONNECT_5V,PPVBUS feedback TP disconnected from fixture power board,relay.relay,10000,PPVBUS_FB,DISCONNECT,,,,,,
Charger,VSYS_HI_Boost,Disconnect_USB_power,disconnected PPVBUS,relay.relay,10000,VBUS_OUTPUT_CTL,OFF,,,,,,
Charger,VSYS_HI_Boost,CC_Disconn,disconnected VDM_CC from DUT,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Charger,VSYS_HI_Boost,DELAY_100MS_1,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,VSYS_HI_Boost,HV_Power_DISCONNECT_TO_VDM,disconnected PP_5V0_VDM in fixture,relay.relay,10000,PP_5V0_VDM,DISCONNECT,,,,,,
Charger,VSYS_HI_Boost,Change_5V0_To_EXT,change VDM 5V to PP_EXT,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_HVE),ACK,,,,,,
Charger,VSYS_HI_Boost,DELAY_200MS_1,delay 200ms,delay.delay,10000,200,,ms,,,,,
Charger,VSYS_HI_Boost,PPVBUS_USB_Conn_VDM,PPVBUS_USB_CONN connected to VDM VBUS power,relay.relay,10000,VDM_VBUS_TO_PPVBUS_USB_CONN,CONNECT,,,,,,
Charger,VSYS_HI_Boost,USB_POWER_ON,Power board VBUS output on,relay.relay,10000,VBUS_OUTPUT_CTL,ON,,,,,,
Charger,VSYS_HI_Boost,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,VSYS_HI_Boost,VDM_CC1_TO_ACE_CC1,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,
Charger,VSYS_HI_Boost,DELAY_1000MS_2,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,VSYS_HI_Boost,ACE_SRDY_BUCK_BOOST,,dut.diags,30000,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,,,,,
Charger,VSYS_HI_Boost,Set_VBAT_4V3_1,set VBATT to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,
Charger,VSYS_HI_Boost,PPVBUS_POWER@5V_1,set PPVBUS to 5V,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,VSYS_HI_Boost,DELAY_100MS_10,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,VSYS_HI_Boost,Disable_Potomac_buckboost,PWRMGR_CTRL_B register USB charger path in Battery powered Suspend Mode charger buck off,dut.diags,10000,i2c -z 2 -v 8 0x75 0x1932 0x1c,,,,,,,
Charger,VSYS_HI_Boost,Set_VBAT_3V2,set VBATT to 3V2,powerboard.setbattvolt,10000,3.2,,,,,,,
Charger,VSYS_HI_Boost,BATT_CURRENT_without_Eload,measure battery current,potomac.dmm_measure,10000,BATT_CURRENT_BIG,noload,mA,80,250,,,
Charger,VSYS_HI_Boost,Eload_To_PPVCC_HIGH,PPVCC_HIGH connected to load,relay.relay,10000,ELOAD_INPUT1_TO,PPVCC_HIGH,,,,,,
Charger,VSYS_HI_Boost,Eload_Enable,eload on,fixture.sendcmd,10000,eload enable(1),,,,,,,
Charger,VSYS_HI_Boost,SET_ELOAD_1A,set eload to 1000mA,powerboard.set_ccload,10000,eload set(1*cc*1000),,,,,,,
Charger,VSYS_HI_Boost,Eload_Current,measure Eload current,potomac.dmm_measure,10000,ELOAD_CURRENT_SENSE1,,mA,800,1200,,,
Charger,VSYS_HI_Boost,Set_GAIN_1000,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,1000,target_current,,,,,,
Charger,VSYS_HI_Boost,Measure_IBUS,measure Ibus current,dmm.dmm,10000,USB_TARGET_CURRENT,5V,mA,0,30,,,
Charger,VSYS_HI_Boost,Set_GAIN_1,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,1,target_current,,,,,,
Charger,VSYS_HI_Boost,PPVCC_HIGH,measure PPVCC_HIGH voltage,potomac.dmm_measure,10000,PPVCC_HIGH,,mV,,,,,
Charger,VSYS_HI_Boost,PPVCC_MAIN,measure PPVCC_MAIN voltage,potomac.dmm_measure,10000,PPVCC_MAIN,,mV,,,,,
Charger,VSYS_HI_Boost,BATT_CURRENT_with_Eload,measure battery current,potomac.dmm_measure,10000,BATT_CURRENT_BIG,load,mA,,,,,
Charger,VSYS_HI_Boost,Efficiency,VCC_HIGH*Eload_Current/VCC_MAIN*(IBAT with Eload-IBAT_without_Eload),potomac.vsys_hi_eff,10000,,,%,,,,,
Charger,VSYS_HI_Boost,SET_CCELOAD_0A,set Eload 1 to 0mA,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,
Charger,VSYS_HI_Boost,Eload_Disconnected,disconnected Eload,relay.relay,10000,ELOAD_INPUT1_TO,DISCONNECT,,,,,,
Charger,VSYS_HI_Boost,Set_VBAT_4V3_2,set VBATT to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,


Charger,BatteryLimitation,VBUS_to_15V,set VUSB output 15V,powerboard.setusbmainvolt,10000,15,,,,,,,
Charger,BatteryLimitation,PPVBUS_USB_To_VDM,PPVBUS_USB connected to VDM,relay.relay,10000,PPVBUS_USB_PWR,TO_PP_EXT,,,,,,
Charger,BatteryLimitation,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,BatteryLimitation,VDM_CC1_TO_ACE_CC1_1,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,
Charger,BatteryLimitation,DELAY_1000MS_2,delay 1000ms,delay.delay,10000,1000,,ms,,,,,

Charger,BatteryLimitation,Set_VBAT_3.9V_PG,Set VBATT to 3.9V,powerboard.setbattvolt,10000,3.9,,,,,,,
Charger,BatteryLimitation,USB_ilimit_100mA@5V,set 5v usb current limit 100mA,dut.diags,30000,charge --setma 100 --setmv 5000,,,,,,,
Charger,BatteryLimitation,DELAY_100MS_1,delay 1000ms,delay.delay,10000,100,,ms,,,,,
Charger,BatteryLimitation,USB_ilimit_2500mA@15V,set 15v usb current limit 2500mA,dut.diags,30000,charge --setma 2500 --setmv 15000,,,,,,,
Charger,BatteryLimitation,Bluetooth_off,turn off bluetooth,dut.diags,30000,bluetooth --off,,,,,,,
Charger,BatteryLimitation,Wifi_off,turn off wifi,dut.diags,30000,wifi --off,,,,,,,
Charger,BatteryLimitation,Turn_off_BB,turn off baseband,dut.diags,30000,baseband --off,,,,,,,


Charger,BatteryLimitation,PPVBUS_FB_CONNECT,PPVBUS feedback TP connected to fixture power board,powerboard.vbus_fb_connect,10000,15,,,,,,,
Charger,BatteryLimitation,ChecK_VBUS_2500mA@15V,check power board VBUS output voltage setting,powerboard.vbus_check,10000,15,,mV,,,,,


Charger,BatteryLimitation,Charge_battlimit_5190mA,charge battery limit set to 5190mA,currenttrim.set_char_battlmt,10000,charge --battlimit 5190,,,,,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,BATT_CURRENT_5.19A@15V2A5,measure battery current,dmm.dmm,10000,BATT_CURRENT_BIG,,mA,-5700,-4700,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,BATT_SNS_5.19A@15V2A5,measure_BATT_SNS_voltage_TP9382,dmm.dmm,10000,BATT_SNS,,mV,3500,4500,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,PPBATT_VCC_FB_5.19A@15V2A5,measure_PPBATT_VCC_voltage_TP9344,dmm.dmm,10000,PPBATT_VCC,,mV,3500,4500,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,Charge_battlimit_3708mA,charge battery limit set to 3708mA,currenttrim.set_char_battlmt,10000,charge --battlimit 3708,,,,,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,BATT_CURRENT_3.708A@15V2A5,measure battery current,dmm.dmm,10000,BATT_CURRENT_BIG,,mA,-4140,-3340,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,BATT_SNS_3.708A@15V2A5,measure_BATT_SNS_voltage_TP9382,dmm.dmm,10000,BATT_SNS,,mV,3500,4500,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,PPBATT_VCC_FB_3.708A@15V2A5,measure_PPBATT_VCC_voltage_TP9344,dmm.dmm,10000,PPBATT_VCC,,mV,3500,4500,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,Charge_battlimit_2970mA,charge battery limit set to 2970mA,currenttrim.set_char_battlmt,10000,charge --battlimit 2970,,,,,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,BATT_CURRENT_2.970A@15V2A5,measure battery current,dmm.dmm,10000,BATT_CURRENT_BIG,,mA,-3320,-2680,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,BATT_SNS_2.970A@15V3A,measure_BATT_SNS_voltage_TP9382,dmm.dmm,10000,BATT_SNS,,mV,3500,4500,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,PPBATT_VCC_FB_2.970A@15V2A5,measure_PPBATT_VCC_voltage_TP9344,dmm.dmm,10000,PPBATT_VCC,,mV,3500,4500,{{station}},--PASS--NOPDCA--PP,
Charger,BatteryLimitation,Charge_battlimit_6138mA,charge battery limit set to 6138mA,currenttrim.set_char_battlmt,10000,charge --battlimit 6138,,,,,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,BATT_CURRENT_6.138A@15V2A5,measure battery current,dmm.dmm,10000,BATT_CURRENT_BIG,,mA,-6670,-5570,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,BATT_SNS_6.138A@15V3A,measure_BATT_SNS_voltage_TP9382,dmm.dmm,10000,BATT_SNS,,mV,3500,4500,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,PPBATT_VCC_FB_6.138@15V2A5,measure_PPBATT_VCC_voltage_TP9344,dmm.dmm,10000,PPBATT_VCC,,mV,3500,4500,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,Charge_battlimit_4626mA,charge battery limit set to 4626mA,currenttrim.set_char_battlmt,10000,charge --battlimit 4626,,,,,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,BATT_CURRENT_4.626A@15V2A5,measure battery current,dmm.dmm,10000,BATT_CURRENT_BIG,,mA,-5110,-4180,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,PPBATT_VCC_FB_4.626A@15V2A5,measure_PPBATT_VCC_voltage_TP9344,dmm.dmm,10000,PPBATT_VCC,,mV,3500,4500,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,BATT_SNS_4.626A@15V3A,measure_BATT_SNS_voltage_TP9382,dmm.dmm,10000,BATT_SNS,,mV,3500,4500,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,Charge_battlimit_3696mA,charge battery limit set to 3696mA,currenttrim.set_char_battlmt,10000,charge --battlimit 3696,,,,,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,BATT_CURRENT_3.696A@15V2A5,measure battery current,dmm.dmm,10000,BATT_CURRENT_BIG,,mA,-4130,-3330,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,BATT_SNS_3.696A@15V2A5,measure_BATT_SNS_voltage_TP9382,dmm.dmm,10000,BATT_SNS,,mV,3500,4500,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,PPBATT_VCC_FB_3.696A@15V2A5,measure_PPBATT_VCC_voltage_TP9344,dmm.dmm,10000,PPBATT_VCC,,mV,3500,4500,{{station}},--PASS--NOPDCA--PG,
Charger,BatteryLimitation,VBUS_SET_5V,VBUS set to 5V,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,BatteryLimitation,DIS_Connect_PP5V0_power,disconnected VBUS power from DUT,relay.relay,10000,VBUS_OUTPUT_CTL,OFF,,,,,,
Charger,BatteryLimitation,DELAY_200MS_1,delay 200ms,delay.delay,10000,200,,ms,,,,,

Charger,BatteryLimitation,CC_Disconn,disconnected VDM_CC from DUT,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Charger,BatteryLimitation,VBUS_FB_DISCONNECT,PPVBUS feedback TP disconnected to fixture power board,relay.relay,10000,PPVBUS_FB,DISCONNECT,,,,,,

Charger,BatteryLimitation,DELAY_1000MS_3,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,BatteryLimitation,Change_5V0_To_EXT,change VDM 5V to PP_EXT,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_HVE),ACK,,,,,,
Charger,BatteryLimitation,VDM_CC1_TO_ACE_CC1_2,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,
Charger,BatteryLimitation,DELAY_1000MS_4,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,BatteryLimitation,USB_ilimit_1000mA@5V,set 5v usb current limit 1000mA,currenttrim.set_char_usblmt,10000,charge --setma 1000 --force --setmv 5000,,,,,,,
Charger,BatteryLimitation,Charge_battlimit_50mA,charge battery limit set to 50mA,currenttrim.set_char_battlmt,10000,charge --battlimit 50,,,,,,,
Charger,BatteryLimitation,Charge_battlimit_0mA,charge battery limit set to 0mA,currenttrim.set_char_battlmt,10000,charge --battlimit 0,,,,,,,

Charger,BatteryLimitation,SET_VBATT_4.3V,set VBATT to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,
Backlight,PWM21K_Min,DIS_Connect_USB_power,disconnected VBUS power from DUT,relay.relay,10000,VBUS_OUTPUT_CTL,OFF,,,,,,
Backlight,PWM21K_Min,DELAY_200MS_1,delay 200ms,delay.delay,10000,200,,ms,,,,,
Backlight,PWM21K_Min,CC_Disconn,disconnected VDM_CC from DUT,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Backlight,PWM21K_Min,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Backlight,PWM21K_Min,Enable_BACKLIGH_Test_Mode,DFTCTL_TEST_EN setting to 0,dut.diags,10000,pmurw -w 0xA000 0x0,,,,,,,
Backlight,PWM21K_Min,Turn_Off_Backligh_LED,turn off backlight,dut.diags_parse_2,10000,bl -o,,,,,,,
Backlight,PWM21K_Min,BATT_Power_3V9,PPVBATT down to 3V9,powerboard.setbattvolt,10000,3.9,,,,,,,
Backlight,PWM21K_Min,DELAY_200MS_2,delay 200ms,delay.delay,10000,200,,ms,,,,,

Backlight,PWM21K_Min,IBATT_backlight_OFF,measure battery current,backlight.dmm,10000,BATT_CURRENT_BIG,OFF,mA,,,,,
Backlight,PWM21K_Min,VCC_MAIN_backlight_OFF,measure PPVCC_MAIN voltage,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,

Backlight,PWM21K_Min,Turn_Backligh_LED_High,turn the led backlight to high,dut.diags_parse_2,10000,bl -h,,,,,,,
Backlight,PWM21K_Min,DELAY_500MS,delay 500ms,delay.delay,10000,500,,ms,,,,,
Backlight,PWM21K_Min,Set_PWM21K_Mode,pmu backlight setting to PWM21k mode,dut.diags,10000,pmurw -w 0x1E11 0xAA;bl -o;bl -h,,,,,,,
Backlight,PWM21K_Min,BACKLIGH_PWM21K_To_Min,WLED output current setting 0x1E00 is ISET_LSB 0x1E01 is ISET_MSB,dut.diags,10000,pmurw -w 0x1E00 0x3F;pmurw -w 0x1E01 0x02;wait 100,,,,,,,
Backlight,PWM21K_Min,PPLED_BACK_REG,measure PPLED_BACK_REG voltage,backlight.dmm,10000,PPLED_BACK_REG,,mV,19500,21500,,,
Backlight,PWM21K_Min,DELAY_1000MS,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Backlight,PWM21K_Min,SET_LED_Gain_1000,set the fixture Instrumentation Amplifier gain to 1000,dmm.set_ad8253_gain,10000,1000,bl,,,,,,
Backlight,PWM21K_Min,Current_LEDIO1_A,measure LEDIOA1 current,backlight.dmm,10000,LED_IO1_CURRENT_A,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO2_A,measure LEDIOA2 current,backlight.dmm,10000,LED_IO2_CURRENT_A,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO3_A,measure LEDIOA3 current,backlight.dmm,10000,LED_IO3_CURRENT_A,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO4_A,measure LEDIOA4 current,backlight.dmm,10000,LED_IO4_CURRENT_A,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO5_A,measure LEDIOA5 current,backlight.dmm,10000,LED_IO5_CURRENT_A,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO6_A,measure LEDIOA6 current,backlight.dmm,10000,LED_IO6_CURRENT_A,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO1_B,measure LEDIOB1 current,backlight.dmm,10000,LED_IO1_CURRENT_B,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO2_B,measure LEDIOB2 current,backlight.dmm,10000,LED_IO2_CURRENT_B,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO3_B,measure LEDIOB3 current,backlight.dmm,10000,LED_IO3_CURRENT_B,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO4_B,measure LEDIOB4 current,backlight.dmm,10000,LED_IO4_CURRENT_B,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO5_B,measure LEDIOB5 current,backlight.dmm,10000,LED_IO5_CURRENT_B,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO6_B,measure LEDIOB6 current,backlight.dmm,10000,LED_IO6_CURRENT_B,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO1_C,measure LEDIOC1 current,backlight.dmm,10000,LED_IO1_CURRENT_C,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO2_C,measure LEDIOC2 current,backlight.dmm,10000,LED_IO2_CURRENT_C,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO3_C,measure LEDIOC3 current,backlight.dmm,10000,LED_IO3_CURRENT_C,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO4_C,measure LEDIOC4 current,backlight.dmm,10000,LED_IO4_CURRENT_C,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO5_C,measure LEDIOC5 current,backlight.dmm,10000,LED_IO5_CURRENT_C,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO6_C,measure LEDIOC6 current,backlight.dmm,10000,LED_IO6_CURRENT_C,,mA,0.18,0.22,{{station}},--PASS--NOPDCA--PG,
Backlight,PWM21K_Min,Current_LEDIO1_A_PP,measure LEDIOA1 current,backlight.dmm,10000,LED_IO1_CURRENT_A,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO2_A_PP,measure LEDIOA2 current,backlight.dmm,10000,LED_IO2_CURRENT_A,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO3_A_PP,measure LEDIOA3 current,backlight.dmm,10000,LED_IO3_CURRENT_A,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO4_A_PP,measure LEDIOA4 current,backlight.dmm,10000,LED_IO4_CURRENT_A,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO5_A_PP,measure LEDIOA5 current,backlight.dmm,10000,LED_IO5_CURRENT_A,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO6_A_PP,measure LEDIOA6 current,backlight.dmm,10000,LED_IO6_CURRENT_A,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO1_B_PP,measure LEDIOB1 current,backlight.dmm,10000,LED_IO1_CURRENT_B,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO2_B_PP,measure LEDIOB2 current,backlight.dmm,10000,LED_IO2_CURRENT_B,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO3_B_PP,measure LEDIOB3 current,backlight.dmm,10000,LED_IO3_CURRENT_B,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO4_B_PP,measure LEDIOB4 current,backlight.dmm,10000,LED_IO4_CURRENT_B,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO5_B_PP,measure LEDIOB5 current,backlight.dmm,10000,LED_IO5_CURRENT_B,,mA,0.14,0.2,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO1_C_PP,measure LEDIOC1 current,backlight.dmm,10000,LED_IO1_CURRENT_C,,mA,0.14,0.22,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO2_C_PP,measure LEDIOC2 current,backlight.dmm,10000,LED_IO2_CURRENT_C,,mA,0.14,0.22,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO3_C_PP,measure LEDIOC3 current,backlight.dmm,10000,LED_IO3_CURRENT_C,,mA,0.14,0.22,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO4_C_PP,measure LEDIOC4 current,backlight.dmm,10000,LED_IO4_CURRENT_C,,mA,0.14,0.22,{{station}},--PASS--NOPDCA--PP,
Backlight,PWM21K_Min,Current_LEDIO5_C_PP,measure LEDIOC5 current,backlight.dmm,10000,LED_IO5_CURRENT_C,,mA,0.14,0.22,{{station}},--PASS--NOPDCA--PP,



Backlight,PWM21K_Mid,BACKLIGH_PWM21K_To_Mid,WLED output current setting 0x1E00 is ISET_LSB 0x1E01 is ISET_MSB,dut.diags,10000,pmurw -w 0x1E00 0x7F;pmurw -w 0x1E01 0x06;wait 100,,,,,,,
Backlight,PWM21K_Mid,PPLED_BACK_REG,measure PPLED_BACK_REG voltage,backlight.dmm,10000,PPLED_BACK_REG,,mV,20000,22500,,,
Backlight,PWM21K_Mid,SET_LED_G_100,set the fixture Instrumentation Amplifier gain to 100,dmm.set_ad8253_gain,10000,100,bl,,,,,,
Backlight,PWM21K_Mid,DELAY_1000MS_1,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Backlight,PWM21K_Mid,Current_LEDIO1_A,measure LEDIOA1 current,backlight.dmm,10000,LED_IO1_CURRENT_A,,mA,5,5.9,{{station}},--PASS--NOPDCA--PG,
